Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,56-23-5,Carbon Tetrachloride,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,59-50-7,4-Chloro-3-methylphenol,<0.146,mg/Kg - dry,,10,0.146,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,106-47-8,4-Chloroaniline,<0.450,mg/Kg - dry,,10,0.450,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-90-7,Chlorobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,124-48-1,Chlorodibromomethane,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-00-3,Chloroethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,67-66-3,Chloroform,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,74-87-3,Chloromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,91-58-7,2-Chloronaphthalene,<0.170,mg/Kg - dry,,10,0.170,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,95-57-8,2-Chlorophenol,<0.145,mg/Kg - dry,,10,0.145,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,7005-72-3,4-Chlorophenyl phenyl ether,<0.175,mg/Kg - dry,,10,0.175,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,95-49-8,2-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,106-43-4,4-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,218-01-9,Chrysene,<0.182,mg/Kg - dry,,10,0.182,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-20-3,Di-Isopropyl Ether (DIPE),<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,53-70-3,Dibenz(ah)anthracene,<0.308,mg/Kg - dry,,10,0.308,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,132-64-9,Dibenzofuran,<0.170,mg/Kg - dry,,10,0.170,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,96-12-8,12-Dibromo-3-Chloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,106-93-4,12-Dibromoethane,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,74-95-3,Dibromomethane,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,95-50-1,12-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,95-50-1,12-Dichlorobenzene,<0.156,mg/Kg - dry,,10,0.156,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,541-73-1,13-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,541-73-1,13-Dichlorobenzene,<0.158,mg/Kg - dry,,10,0.158,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,106-46-7,14-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,106-46-7,14-Dichlorobenzene,<0.151,mg/Kg - dry,,10,0.151,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-71-8,Dichlorodifluoromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,91-94-1,33-Dichlorobenzidine,<3.04,mg/Kg - dry,,10,3.04,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-34-3,11-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,107-06-2,12-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-35-4,11-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,156-59-2,cis-12-Dichloroethene,<0.0010,mg/Kg - dry,,1,0.0010,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,156-60-5,trans-12-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,120-83-2,24-Dichlorophenol,<0.162,mg/Kg - dry,,10,0.162,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,78-87-5,12-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,142-28-9,13-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,594-20-7,22-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,563-58-6,11-Dichloropropene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,10061-01-5,cis-13-Dichloropropene,<0.0010,mg/Kg - dry,,1,0.0010,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,10061-02-6,trans-13-Dichloropropene,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,84-66-2,Diethyl phthalate,<0.177,mg/Kg - dry,,10,0.177,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,131-11-3,Dimethyl phthalate,<0.176,mg/Kg - dry,,10,0.176,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,105-67-9,24-Dimethylphenol,<0.481,mg/Kg - dry,,10,0.481,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,84-74-2,Di-n-butyl phthalate,<0.395,mg/Kg - dry,,10,0.395,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,534-52-1,46-Dinitro-2-methylphenol,<2.31,mg/Kg - dry,,10,2.31,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,51-28-5,24-Dinitrophenol,<4.06,mg/Kg - dry,,10,4.06,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,121-14-2,24-Dinitrotoluene,<0.243,mg/Kg - dry,,10,0.243,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,606-20-2,26-Dinitrotoluene,<0.192,mg/Kg - dry,,10,0.192,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,117-84-0,Di-n-Octyl Phthalate,<0.266,mg/Kg - dry,,10,0.266,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,100-41-4,Ethylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,637-92-3,Ethyl Tertiary Butyl Ether (ETBE),<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,206-44-0,Fluoranthene,<0.297,mg/Kg - dry,,10,0.297,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,86-73-7,Fluorene,<0.187,mg/Kg - dry,,10,0.187,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,118-74-1,Hexachlorobenzene,<0.182,mg/Kg - dry,,10,0.182,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,87-68-3,Hexachlorobutadiene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,87-68-3,Hexachlorobutadiene,<0.163,mg/Kg - dry,,10,0.163,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,77-47-4,Hexachlorocyclopentadiene,<0.286,mg/Kg - dry,,10,0.286,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,67-72-1,Hexachloroethane,<0.171,mg/Kg - dry,,10,0.171,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,110-54-3,n-Hexane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,591-78-6,2-Hexanone,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,193-39-5,Indeno(123-cd)pyrene,<0.312,mg/Kg - dry,,10,0.312,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,78-59-1,Isophorone,<0.142,mg/Kg - dry,,10,0.142,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,98-82-8,Isopropylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,99-87-6,4-Isopropyl toluene,0.004,mg/Kg - dry,J,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,78-93-3,Methyl Ethyl Ketone (MEK),0.067,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,1634-04-4,Methyl tert-butyl ether (MTBE),<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,108-10-1,4-Methyl-2-Pentanone,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,75-09-2,Methylene Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,90-12-0,1-Methylnaphthalene,<0.419,mg/Kg - dry,,10,0.419,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,91-57-6,2-Methylnaphthalene,<0.138,mg/Kg - dry,,10,0.138,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,95-48-7,2-Methylphenol,<0.259,mg/Kg - dry,,10,0.259,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,108-39-4,3&4 Methylphenol,0.702,mg/Kg - dry,J,10,0.316,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,91-20-3,Naphthalene,0.066,mg/Kg - dry,,1,0.009,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,91-20-3,Naphthalene,<0.506,mg/Kg - dry,,10,0.506,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,88-74-4,2-Nitroaniline,<0.269,mg/Kg - dry,,10,0.269,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,99-09-2,3-Nitroaniline,<0.398,mg/Kg - dry,,10,0.398,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,100-01-6,4-Nitroaniline,<2.27,mg/Kg - dry,,10,2.27,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,98-95-3,Nitrobenzene,<0.232,mg/Kg - dry,,10,0.232,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,88-75-5,2-Nitrophenol,<0.195,mg/Kg - dry,,10,0.195,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,100-02-7,4-Nitrophenol,<1.70,mg/Kg - dry,,10,1.70,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,62-75-9,N-Nitrosodimethylamine,<0.330,mg/Kg - dry,,10,0.330,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,86-30-6,N-Nitrosodiphenylamine,<0.196,mg/Kg - dry,,10,0.196,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,621-64-7,N-Nitroso-di-n-propylamine,<0.138,mg/Kg - dry,,10,0.138,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,87-86-5,Pentachlorophenol,<0.518,mg/Kg - dry,,10,0.518,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,85-01-8,Phenanthrene,<0.313,mg/Kg - dry,,10,0.313,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,108-95-2,Phenol,<0.264,mg/Kg - dry,,10,0.264,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,103-65-1,n-Propylbenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,129-00-0,Pyrene,<0.308,mg/Kg - dry,,10,0.308,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/24/2026 06:37 pm,110-86-1,Pyridine,<1.13,mg/Kg - dry,,10,1.13,SW-8270E,W6783
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,100-42-5,Styrene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,630-20-6,1112-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,79-34-5,1122-Tetrachloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-9 (0-2),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90164,Solids,02/16/2026 10:56 am,02/17/2026 05:02 pm,,02/23/2026 05:12 pm,127-18-4,Tetrachloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
