Report Number,Sample Id,Project Name,Brand NickName,Lab Name,Lab Number,Matrix Type,Sampled DateTime,Received Date,Prep date/time,DateTime Test Started,CAS Number,Analyte Description,Result,Unit of Measure,Qualifier,Dilution Factor,Quantitation Limit,Method,QC Batch No
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,111-91-1,Bis(2-Chloroethoxy)methane,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,111-44-4,Bis(2-Chloroethyl)ether,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,108-60-1,Bis(2-Chloroisopropyl)ether,<0.020,mg/Kg - dry,,1,0.020,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,117-81-7,Bis(2-ethylhexyl)phthalate,<0.018,mg/Kg - dry,,1,0.018,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,108-86-1,Bromobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,74-97-5,Bromochloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-27-4,Bromodichloromethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-25-2,Bromoform,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,74-83-9,Bromomethane,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,101-55-3,4-Bromophenyl phenyl ether,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,85-68-7,Butyl benzyl phthalate,<0.019,mg/Kg - dry,,1,0.019,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,104-51-8,n-Butylbenzene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,135-98-8,sec-Butyl benzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,98-06-6,tert-Butyl benzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-15-0,Carbon Disulfide,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,56-23-5,Carbon Tetrachloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,59-50-7,4-Chloro-3-methylphenol,<0.012,mg/Kg - dry,,1,0.012,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,106-47-8,4-Chloroaniline,<0.039,mg/Kg - dry,,1,0.039,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,108-90-7,Chlorobenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,124-48-1,Chlorodibromomethane,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-00-3,Chloroethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,67-66-3,Chloroform,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,74-87-3,Chloromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,91-58-7,2-Chloronaphthalene,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,95-57-8,2-Chlorophenol,<0.012,mg/Kg - dry,,1,0.012,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,7005-72-3,4-Chlorophenyl phenyl ether,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,95-49-8,2-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,106-43-4,4-Chlorotoluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,218-01-9,Chrysene,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,108-20-3,Di-Isopropyl Ether (DIPE),<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,53-70-3,Dibenz(ah)anthracene,<0.026,mg/Kg - dry,,1,0.026,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,132-64-9,Dibenzofuran,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,96-12-8,12-Dibromo-3-Chloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,106-93-4,12-Dibromoethane,<0.0006,mg/Kg - dry,,1,0.0006,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,74-95-3,Dibromomethane,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,95-50-1,12-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,95-50-1,12-Dichlorobenzene,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,541-73-1,13-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,541-73-1,13-Dichlorobenzene,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,106-46-7,14-Dichlorobenzene,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,106-46-7,14-Dichlorobenzene,<0.013,mg/Kg - dry,,1,0.013,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-71-8,Dichlorodifluoromethane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,91-94-1,33-Dichlorobenzidine,<0.265,mg/Kg - dry,,1,0.265,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-34-3,11-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,107-06-2,12-Dichloroethane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-35-4,11-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,156-59-2,cis-12-Dichloroethene,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,156-60-5,trans-12-Dichloroethene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,120-83-2,24-Dichlorophenol,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,78-87-5,12-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,142-28-9,13-Dichloropropane,<0.0009,mg/Kg - dry,,1,0.0009,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,594-20-7,22-Dichloropropane,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,563-58-6,11-Dichloropropene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,10061-01-5,cis-13-Dichloropropene,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,10061-02-6,trans-13-Dichloropropene,<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,84-66-2,Diethyl phthalate,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,131-11-3,Dimethyl phthalate,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,105-67-9,24-Dimethylphenol,<0.042,mg/Kg - dry,,1,0.042,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,84-74-2,Di-n-butyl phthalate,<0.034,mg/Kg - dry,,1,0.034,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,534-52-1,46-Dinitro-2-methylphenol,<0.201,mg/Kg - dry,,1,0.201,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,51-28-5,24-Dinitrophenol,<0.354,mg/Kg - dry,,1,0.354,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,121-14-2,24-Dinitrotoluene,<0.021,mg/Kg - dry,,1,0.021,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,606-20-2,26-Dinitrotoluene,<0.016,mg/Kg - dry,,1,0.016,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,117-84-0,Di-n-Octyl Phthalate,<0.023,mg/Kg - dry,,1,0.023,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,100-41-4,Ethylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,637-92-3,Ethyl Tertiary Butyl Ether (ETBE),<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,206-44-0,Fluoranthene,<0.025,mg/Kg - dry,,1,0.025,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,86-73-7,Fluorene,<0.016,mg/Kg - dry,,1,0.016,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,118-74-1,Hexachlorobenzene,<0.015,mg/Kg - dry,,1,0.015,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,87-68-3,Hexachlorobutadiene,<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,87-68-3,Hexachlorobutadiene,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,77-47-4,Hexachlorocyclopentadiene,<0.024,mg/Kg - dry,,1,0.024,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,67-72-1,Hexachloroethane,<0.014,mg/Kg - dry,,1,0.014,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,110-54-3,n-Hexane,<0.002,mg/Kg - dry,,1,0.002,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,591-78-6,2-Hexanone,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,193-39-5,Indeno(123-cd)pyrene,<0.027,mg/Kg - dry,,1,0.027,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,78-59-1,Isophorone,<0.012,mg/Kg - dry,,1,0.012,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,98-82-8,Isopropylbenzene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,99-87-6,4-Isopropyl toluene,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,78-93-3,Methyl Ethyl Ketone (MEK),<0.003,mg/Kg - dry,,1,0.003,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,1634-04-4,Methyl tert-butyl ether (MTBE),<0.0007,mg/Kg - dry,,1,0.0007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,108-10-1,4-Methyl-2-Pentanone,<0.0008,mg/Kg - dry,,1,0.0008,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,75-09-2,Methylene Chloride,<0.001,mg/Kg - dry,,1,0.001,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,90-12-0,1-Methylnaphthalene,<0.036,mg/Kg - dry,,1,0.036,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,91-57-6,2-Methylnaphthalene,<0.012,mg/Kg - dry,,1,0.012,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,95-48-7,2-Methylphenol,<0.022,mg/Kg - dry,,1,0.022,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,108-39-4,3&4 Methylphenol,<0.027,mg/Kg - dry,,1,0.027,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/23/2026 07:13 pm,91-20-3,Naphthalene,<0.007,mg/Kg - dry,,1,0.007,SW-8260D,V66708
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,91-20-3,Naphthalene,<0.044,mg/Kg - dry,,1,0.044,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,88-74-4,2-Nitroaniline,<0.023,mg/Kg - dry,,1,0.023,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,99-09-2,3-Nitroaniline,<0.034,mg/Kg - dry,,1,0.034,SW-8270E,W6783
26-049-0003,SB-10 (6-8),900 S McDowell,CNC,Waypoint Analytical LLC (Charlotte), 90168,Solids,02/16/2026 12:46 pm,02/17/2026 05:02 pm,,02/24/2026 07:52 pm,100-01-6,4-Nitroaniline,<0.197,mg/Kg - dry,,1,0.197,SW-8270E,W6783
